name,release_date,price_myr,tags,genres,peak_ccu,user_reviews_total,popularity,reviews
Strike Suit Infinity,2013-04-30,RM31.46,"'Action', 'Indie', 'Mechs', 'Space', 'Arcade', 'Sci-fi', 'Shooter', 'Singleplayer', 'Simulation', 'Fast-Paced', 'Controller', 'Flight', 'Great Soundtrack'", 'Indie' 'Action',1,506,Highly Popular,Many Reviews
Antonball Deluxe,2021-03-05,RM67.46,"'Adventure', 'Arcade', 'Platformer', 'D Platformer 2', 'Puzzle-Platformer', 'D 2', 'Colorful', 'Pixel Graphics', 'Comedy', 'Family Friendly', 'Funny', 'Old School', 'Retro', 'PvP', 'Multiplayer', 'Action', 'Singleplayer', 'Competitive', 'Indie', 'Casual'", 'Adventure'  'Casual'  'Indie' 'Action',3,506,Highly Popular,Many Reviews
First Feudal,2021-04-08,RM89.96,"'Colony Sim', 'Base-Building', 'Survival', 'Management', 'Building', 'Sandbox', 'Resource Management', 'Crafting', 'Strategy', 'Singleplayer', 'Indie', 'City Builder', 'Simulation', 'Medieval', 'Top-Down', 'Difficult', 'D 2', 'Open World', 'RPG', 'Action'", 'Strategy' 'Indie',4,506,Highly Popular,Many Reviews
Heart of Crown PC,2017-12-12,RM112.46,"'Card Battler', 'Casual', 'PvP', 'Board Game', 'Card Game', 'Cute', 'Strategy', 'Deckbuilding', 'Anime', 'Tactical', 'Medieval', 'Multiplayer', 'Military', 'Singleplayer', 'Indie', 'RPG', 'Trading Card Game', 'Turn-Based', 'Female Protagonist', 'Adventure'", 'RPG'  'Simulation'  'Strategy' 'Indie',5,506,Highly Popular,Many Reviews
Cartoon Strike,2020-10-14,Free,"'Free to Play', 'Action', 'Indie', 'Massively Multiplayer', 'Multiplayer', 'FPS', 'Cartoon', 'PvP', 'Shooter', 'First-Person', 'Pixel Graphics', 'Funny', 'World War II', 'Sci-fi', 'D 3', 'Aliens', 'Early Access'", 'Free to Play'  'Indie'  'Massively Multiplayer' 'Action',2,506,Highly Popular,Many Reviews
Soccer Manager 2015,2015-07-16,Free,"'Free to Play', 'Sports', 'Football (Soccer)', 'Football (American)', 'Multiplayer', 'Strategy', 'Simulation', 'Singleplayer', 'Action', 'Management'", 'Sports' 'Free to Play',0,506,Low Popularity,Many Reviews
Neptunia: Sisters VS Sisters,2023-01-24,RM224.96,"'Action', 'RPG', 'Anime', 'JRPG', 'Action RPG', 'Cute', 'Female Protagonist', 'D 3', 'em up"": 35,', ': 32,', ': 31,', ': 31,', ': 31,', ': 23,', ': 23,', ': 20,', ': 19,', ': 12,'", 'RPG' 'Action',4,506,Highly Popular,Many Reviews
Yellow Taxi Goes Vroom,2024-04-09,RM76.46,"'Indie', 'Singleplayer', 'D 3', 'Colorful', 'Exploration', 'Funny', 'Third Person', 'Platformer', 'D Platformer 3', 'Retro', 'Comedy', 'Cartoony', 'Replay Value', 'Driving', 'Collectathon', 'Psychedelic', 'Time Attack', 'Old School', 'Arcade', 'Offroad'", 'Adventure'  'Indie' 'Action',20,506,Highly Popular,Many Reviews
Tech Support: Error Unknown,2019-02-27,RM44.96,"'Simulation', 'Adventure', 'Hacking', 'Indie', 'Story Rich', 'Casual', 'Mouse only', 'Management'", 'Casual'  'Indie'  'Simulation' 'Adventure',1,505,Highly Popular,Many Reviews
La Tale,2017-11-29,Free,"'Free to Play', 'Massively Multiplayer', 'RPG', 'Action', 'Adventure', 'Casual', 'Anime', 'D 2', 'Side Scroller', 'MMORPG'", 'Adventure'  'Casual'  'Free to Play'  'Massively Multiplayer'  'RPG' 'Action',10,505,Highly Popular,Many Reviews
Artemis: Book One,2023-04-28,RM44.96,, 'Adventure'  'Casual'  'Indie' 'Action',16,505,Highly Popular,Many Reviews
Broken Edge,2022-11-17,RM33.70,"'VR', 'PvP', 'Swordplay', 'Historical', 'Fighting', 'Martial Arts', 'D Fighter 3', 'D 3', 'DOF 6', 'First-Person', 'Action', 'Surreal', 'Stylized', 'Fantasy', 'Medieval', 'Class-Based', 'Combat', 'Multiplayer', 'Singleplayer', 'Tutorial'",'Action',4,505,Highly Popular,Many Reviews
[Chilla's Art] The Ghost Train | 幽霊列車,2020-07-23,RM13.46,"'Casual', 'Immersive Sim', 'Hidden Object', 'Walking Simulator', 'Tutorial', 'Driving', 'First-Person', 'Detective', 'Surreal', 'Programming', 'Cute', 'Crime', 'Horror', 'Survival', 'Nature', 'Artificial Intelligence', 'Historical', 'Psychological Horror', 'Relaxing', 'Funny'", 'Adventure'  'Casual'  'Indie'  'Simulation' 'Action',3,505,Highly Popular,Many Reviews
BUSTAFELLOWS,2021-07-30,RM44.96,"'Otome', 'Visual Novel', 'Story Rich', 'Female Protagonist', 'Anime', 'Noir', 'Romance', 'Multiple Endings', 'Adventure', 'Choices Matter', 'Colorful', 'Dating Sim', 'Text-Based', 'Puzzle', 'Crime', 'Action', 'Singleplayer', 'Action-Adventure', 'Casual', 'Simulation'",'Adventure',50,505,Highly Popular,Many Reviews
Gratuitous Space Battles,2009-11-16,RM67.46,"'Strategy', 'Auto Battler', 'Space', 'Top-Down', 'Sci-fi', 'Spaceships', 'Sandbox', 'Indie', 'D 2', 'Building', 'Simulation', 'Singleplayer', 'Moddable', 'Action', 'RTS', 'Difficult', 'Multiplayer', 'Tower Defense', 'Tactical', 'Physics'", 'Simulation'  'Strategy' 'Indie',3,505,Highly Popular,Many Reviews
"URUZ ""Return of The Er Kishi""",2020-10-02,RM22.46,"'Action-Adventure', 'Pixel Graphics', 'Platformer', 'Action', 'Cinematic', 'Mythology', 'Indie', 'Story Rich', 'Adventure', 'Singleplayer', 'Atmospheric', 'Character Customization', 'Puzzle', 'Rogue-lite', 'Stylized', 'Fantasy', 'D 2', 'D Platformer 2', 'Arcade', 'Metroidvania'", 'Adventure'  'Indie' 'Action',0,505,Low Popularity,Many Reviews
SERIES MAKERS TYCOON,2019-02-22,RM22.46,"'Simulation', 'Indie', 'Strategy', 'Casual', 'Management', 'RTS', 'Life Sim', 'Colony Sim', 'Strategy RPG', 'City Builder', 'Immersive Sim', 'Political Sim', 'D 2', 'Stealth', 'Science', 'Choices Matter', 'Open World', 'Singleplayer', 'Early Access', 'Movie'", 'Indie'  'Simulation'  'Strategy' 'Casual',1,504,Highly Popular,Many Reviews
Lunar Flight,2012-04-10,RM67.46,"'Simulation', 'VR', 'Space', 'Indie', 'Flight', 'Physics', 'Realistic', 'Multiplayer', 'Singleplayer', 'Difficult', 'TrackIR'", 'Simulation' 'Indie',1,504,Highly Popular,Many Reviews
Outcast 1.1,2014-12-18,RM26.96,"'Adventure', 'Action', 'Classic', 'Third Person', 'Open World', 'RPG', 'Voxel', 'Sci-fi', 'Singleplayer', 'Great Soundtrack', 'Remake', 'Aliens', 's"": 9,', ': 7,', ': 6,'", 'Adventure'  'RPG' 'Action',0,504,Low Popularity,Many Reviews
YORG.io,2019-05-23,RM3.56,"'Strategy', 'Indie', 'Casual', 'Tower Defense', 'Zombies', 'Resource Management', 'Base-Building'", 'Indie'  'Strategy' 'Casual',7,504,Highly Popular,Many Reviews
Edna & Harvey: The Breakout - Anniversary Edition,2019-12-04,RM89.96,"'Adventure', 'Indie', 'Point & Click', 'Puzzle', 'Comedy', 'Dark Humor', 'Female Protagonist'", 'Indie' 'Adventure',2,504,Highly Popular,Many Reviews
Hellboy Web of Wyrd,2023-10-18,RM67.46,"'Action', 'Adventure', 'Action Roguelike', 'Action-Adventure', 'Mystery Dungeon', 'D 3', 'Cartoon', 'Cartoony', 'Cinematic', 'Comic Book', 'Colorful', 'Minimalist', 'Third Person', 'Atmospheric', 'Dark', 'Dark Comedy', 'Dark Fantasy', 'Dark Humor', 'Demons', 'Lore-Rich'", 'Adventure'  'Indie' 'Action',6,504,Highly Popular,Many Reviews
Auto Chess,2022-12-07,Free,,'Strategy',0,504,Low Popularity,Many Reviews
Bulb Boy,2015-10-29,RM40.46,"'Adventure', 'Indie', 'Point & Click', 'Horror', 'Dark', 'Singleplayer', 'Dark Humor', 'Gore', 'Puzzle', 'Cute', 'Atmospheric', 'Surreal', 'D 2', 'Psychological Horror', 'Short', 'Funny'", 'Indie' 'Adventure',0,503,Low Popularity,Many Reviews
Twin Mirror,2021-12-01,RM134.95,"'Choose Your Own Adventure', 'Choices Matter', 'Interactive Fiction', 'Adventure', 'Third Person', 'D 3', 'Narration', 'Realistic', 'Mystery', 'Crime', 'Drama', 'Psychological', 'Violent', 'Cinematic', 'Singleplayer', 'America', 'Story Rich'",'Adventure',2,503,Highly Popular,Many Reviews
Conquest of Elysium 4,2015-11-16,RM28.08,"'Strategy', 'Indie', 'Turn-Based', 'Fantasy', 'Turn-Based Strategy', 'X 4', 'Singleplayer', 'Multiplayer', 'Rogue-like', 'Magic', 'Moddable', 'Dwarf', 'Local Multiplayer', 'Local Co-Op'", 'Strategy' 'Indie',1,503,Highly Popular,Many Reviews
Alpha Polaris : A Horror Adventure Game,2015-10-21,Free,"'Adventure', 'Indie', 'Point & Click', 'Horror', 'Psychological Horror', 'Atmospheric', 'Lovecraftian', 'Free to Play', 'Multiplayer', 'Singleplayer', 'Third Person', 'Mystery'", 'Indie' 'Adventure',0,503,Low Popularity,Many Reviews
HerrAnwalt: Lawyers Legacy,2022-11-04,RM26.96,"'Early Access', 'Action', 'Adventure', 'Casual', 'D Fighter 2', 'Action-Adventure', 'Platformer', 'D Platformer 2', 'Runner', 'Side Scroller', 'D 2', 'Pixel Graphics', 'Sports', 'Funny', 'Memes', 'Combat', 'Controller', 'Linear', 'PvP', 'Singleplayer'", 'Adventure'  'Casual'  'Early Access'  'Indie'  'Sports' 'Action',0,503,Low Popularity,Many Reviews
Lost Words: Beyond the Page,2021-04-06,RM26.96,"'Side Scroller', 'Puzzle-Platformer', 'D Platformer 2', 'Word Game', 'Female Protagonist', 'Platformer', 'D 2', 'Story Rich', 'Cute', 'Relaxing', 'Narration', 'Choices Matter', 'Action', 'Family Friendly', 'Puzzle', 'Colorful', 'Emotional', 'Atmospheric', 'Adventure', 'Singleplayer'", 'Adventure'  'Casual'  'Indie' 'Action',2,503,Highly Popular,Many Reviews
Nephise,2017-03-14,RM4.46,"'Adventure', 'Indie', 'Walking Simulator', 'Casual', 'Puzzle', 'Exploration', 'First-Person', 'Atmospheric', 'Mystery', 'Relaxing', 'Short', 'Female Protagonist', 'Great Soundtrack', 'Narration', 'Singleplayer', 'Difficult', 'Experience', 'Open World', 'D 3', 'Beautiful'", 'Casual'  'Indie' 'Adventure',0,503,Low Popularity,Many Reviews
Samurai GUNN 2,2021-07-20,RM67.46,"'Early Access', 'Multiplayer', 'Local Multiplayer', 'D Fighter 2', 'Fighting', 'Pixel Graphics', 'D 2', 'Player Local 4', 'Platformer', 'Competitive', 'Controller', 'Fast-Paced', 'Retro', 'PvP', 'Singleplayer', 'Arcade', 'Action', 'Action-Adventure', 'Comic Book', 'Old School'", 'Adventure'  'Early Access'  'Indie' 'Action',2,503,Highly Popular,Many Reviews
Galactic Junk League,2017-07-26,Free,"'Free to Play', 'Space', 'Building', 'Multiplayer', 'Massively Multiplayer', 'Action', 'Crafting', 'Sci-fi', 'Arena Shooter', 'Sandbox', 'Casual', 'Indie', 'Open World', 'Early Access', 'RPG', 'Co-op', 'Shooter', 'Singleplayer', 'MOBA', 'First-Person'", 'Casual'  'Free to Play'  'Indie'  'Massively Multiplayer' 'Action',0,503,Low Popularity,Many Reviews
MX vs. ATV Unleashed,2015-04-16,RM44.96,"'Racing', 'Motocross', 'Simulation', 'Motorbike', 'ATV', 'Open World', 'Multiplayer', 'Offroad', 'Sports'", 'Simulation' 'Racing',0,503,Low Popularity,Many Reviews
Boss of this gym,2021-03-05,RM4.46,"'Runner', 'Idler', 'Score Attack', 'D 2', 'Sports', 'Racing', 'Platformer', 'Action', 'Casual', 'Memes', 'Indie', 'Parkour', 'Singleplayer', 'Old School', 'Fast-Paced'", 'Casual'  'Indie' 'Action',0,502,Low Popularity,Many Reviews
英雄群侠传,2019-06-27,RM17.96,"'RPG', 'Adventure', 'Strategy', 'Indie', 'Retro', 'RPGMaker', 'Turn-Based Strategy', 'D Platformer 2', 'Turn-Based Tactics', 'D 2', 'Pixel Graphics', 'Cartoony', 'Cute', 'Colorful', 'Stylized', 'Foreign', 's 1980', 's"": 31,', ': 29,'", 'Indie'  'RPG'  'Strategy' 'Adventure',0,502,Low Popularity,Many Reviews
Shadow Corridor 2 雨ノ四葩,2024-03-29,RM85.46,"'Horror', 'Procedural Generation', 'Stealth', 'Rogue-like', 'Deckbuilding', 'Psychological Horror', 'Action', 'Story Rich', 'Dark', 'Adventure', 'Female Protagonist', 'Strategy', 'JRPG', 'Rogue-lite', 'D 3', 'First-Person', 'Survival', 'Survival Horror', 'Thriller', 'Singleplayer'", 'Adventure'  'Indie'  'Strategy' 'Action',197,502,Highly Popular,Many Reviews
Arboria,2021-09-09,RM89.96,"'Rogue-lite', 'Dungeon Crawler', 'Third Person', 'Rogue-like', 'Dark Fantasy', 'Action RPG', 'Early Access', 'Action Roguelike', 'Action', 'RPG', 'Indie', 'Violent', 'Fantasy', 'Atmospheric', 'Mystery', 'Difficult', 'Procedural Generation', 'Replay Value', 'Mythology', 'Singleplayer'", 'Adventure'  'Indie'  'RPG' 'Action',8,502,Highly Popular,Many Reviews
Ultratron,2013-03-18,RM58.46,"'Indie', 'Action', 'Arcade', 'Retro', 'Twin Stick Shooter', 'Local Co-Op', 'Pixel Graphics', 'Em Up"": 35,', ': 33,', ': 26,', ': 25,', ': 25,', ': 19,', ': 11,'", 'Indie' 'Action',1,502,Highly Popular,Many Reviews
√Letter - Root Letter -,2017-07-07,RM89.96,"'Adventure', 'Visual Novel', 'Anime', 'Detective', 'Mystery', 'Multiple Endings', 'Singleplayer', 'Violent', 'Horror', 'Romance', 'Point & Click', 'Hidden Object', 'Choose Your Own Adventure', 'D Platformer 2', 'D 2', 'Colorful', 'Cute', 'Psychedelic', 'Cinematic', 'Sci-fi'",'Adventure',2,502,Highly Popular,Many Reviews
KUNKUN Defender,2024-05-02,RM13.46,"'FPS', 'Tower Defense', 'Rogue-like', 'Action Roguelike', 'Action', 'Basketball', 'Shooter', 'Arcade', 'Top-Down Shooter', 'Idler', 'Em Up"": 192,', ': 190,', ': 188,', ': 186,', ': 186,', ': 170,', ': 155,', ': 139,', ': 137,'",'Action',37,501,Highly Popular,Many Reviews
OshiRabu: Waifus Over Husbandos ~Love･or･die~,2021-07-29,RM58.46,"'Adventure', 'Sexual Content', 'Female Protagonist', 'Dating Sim', 'LGBTQ+', 'Visual Novel', 'Nudity', 'Anime', 'Choose Your Own Adventure', 'D 2', 'Romance', 'Cute', 'Mature', 'Singleplayer', 'Hentai'",'Adventure',0,501,Low Popularity,Many Reviews
LEAVES - The Journey,2017-03-07,RM22.46,"'Adventure', 'Indie', 'Puzzle', 'Point & Click', 'Surreal', 'Singleplayer'", 'Indie' 'Adventure',1,501,Highly Popular,Many Reviews
Tonight We Riot,2020-05-07,RM67.46,"'Indie', 'Action', 'Political', 'em up"": 25,', ': 21,', ': 21,', ': 21,', ': 17,', ': 10,'", 'Indie' 'Action',0,501,Low Popularity,Many Reviews
Pinball M,2023-11-30,Free,, 'Free to Play' 'Simulation',0,501,Low Popularity,Many Reviews
ASTRAL TALE-星界神話,2024-01-07,Free,, 'Adventure'  'Massively Multiplayer'  'RPG' 'Action',0,501,Low Popularity,Many Reviews
Project Warlock II,2022-06-10,RM76.46,"'Early Access', 'Boomer Shooter', 'Shooter', 'Retro', 'Old School', 'Singleplayer', 'Action', 'FPS', 'Gore', 's"": 299,', ': 298,', ': 295,', ': 293,', ': 291,', ': 290,', ': 284,', ': 278,', ': 272,', ': 268,'", 'Early Access'  'Indie' 'Action',4,501,Highly Popular,Many Reviews
MILFs of Sunville - Season 2,2023-09-01,RM44.96,, 'Casual'  'Early Access'  'Indie'  'RPG' 'Adventure',41,501,Highly Popular,Many Reviews
Scene Investigators,2023-10-24,RM112.46,"'Investigation', 'Mystery', 'Puzzle', 'Logic', 'Crime', 'Detective', 'Realistic', 'Exploration', 'Immersive Sim', 'Atmospheric', 'Singleplayer', 'Modern', 'First-Person', 'D 3', 'Adventure', 'Indie', 'Difficult', 'Thriller', 'Futuristic', 'Horror'", 'Indie' 'Adventure',18,500,Highly Popular,Many Reviews
Idle Heros,2024-05-01,Free,, 'Casual'  'Indie'  'Massively Multiplayer'  'Simulation' 'Adventure',0,500,Low Popularity,Many Reviews
TerraScape,2023-04-05,RM67.46,"'Early Access', 'Puzzle', 'City Builder', 'Strategy', 'Relaxing', 'Casual', 'Simulation', 'Indie', 'Resource Management', 'Procedural Generation', 'Hex Grid', 'D 3', 'Building', 'Management', 'Sandbox', 'Medieval', 'Turn-Based Strategy', 'Deckbuilding', 'Minimalist', 'Board Game'", 'Early Access'  'Indie'  'Simulation'  'Strategy' 'Casual',10,500,Highly Popular,Many Reviews
Meltdown,2014-06-05,RM31.46,"'Action', 'Indie', 'Arcade', 'Multiplayer', 'Shooter', 'Local Co-Op', 'Twin Stick Shooter', 'Player Local 4', 'Isometric', 'Top-Down Shooter', 'Co-op', 'Great Soundtrack', 'Online Co-Op', 'Top-Down'", 'Indie' 'Action',0,500,Low Popularity,Many Reviews
The Curse of Kubel,2020-07-23,RM67.46,"'RPG', 'Indie', 'Sexual Content', 'Female Protagonist', 'Anime', 'Nudity', 'RPGMaker', 'Hentai', 'Multiple Endings', 'JRPG', 'Adventure', 'Memes', 'Mature'", 'RPG' 'Indie',4,500,Highly Popular,Many Reviews
Mech Armada,2022-06-16,RM22.46,"'Turn-Based Tactics', 'Rogue-lite', 'Mechs', 'Strategy', 'Character Customization', 'Procedural Generation', 'RPG', 'Post-apocalyptic', 'Deckbuilding', 'Replay Value', 'Sci-fi', 'Turn-Based Strategy', 'Turn-Based', 'Rogue-like', 'Turn-Based Combat', 'Isometric', 'Singleplayer', 'D 3', 'Roguelike Deckbuilder', 'Indie'", 'Strategy' 'Indie',26,500,Highly Popular,Many Reviews
LostWinds,2016-03-24,RM44.96,"'Adventure', 'Platformer', 'Singleplayer', 'Casual', 'Family Friendly', 'Metroidvania', 'Puzzle-Platformer', 'Puzzle', 'Indie', 'Atmospheric', 'Great Soundtrack', '. 5 D 2', 'Short', 'Cute'",'Adventure',0,500,Low Popularity,Many Reviews
Noitu Love 2: Devolution,2012-04-23,RM22.46,"'Action', 'Indie', 'Pixel Graphics', 'em up"": 50,', ': 46,', ': 27,', ': 27,', ': 25,', ': 25,', ': 22,', ': 18,', ': 16,', ': 16,', ': 7,'", 'Indie' 'Action',0,500,Low Popularity,Many Reviews
Trap Legend,2020-07-17,RM44.96,"'Adventure', 'Sexual Content', 'Casual', 'LGBTQ+', 'Visual Novel', 'Nudity', 'Anime', 'Indie', 'Dating Sim', 'Romance', 'Comedy', 'Singleplayer', 'Story Rich', 'D 2', 'Cute', 'Memes', 'Funny', 'Psychological Horror', 'Colorful', 'Great Soundtrack'", 'Casual'  'Indie' 'Adventure',1,500,Highly Popular,Many Reviews
Turlock Holmes,2024-02-21,RM44.96,"'Puzzle', 'Detective', 'Crime', 'Psychological Horror', 'Mystery', 'Word Game', 'Story Rich', 'Strategy', 'Point & Click', 'D 2', 'Adventure', 'Visual Novel', 'Casual', 'Conversation', 'Singleplayer', 'Funny', 'Typing'", 'Strategy' 'Casual',13,499,Highly Popular,Many Reviews
绝望监牢 / 絶望プリズン,2020-02-13,Free,"'Free to Play', 'RPG', 'Indie', 'Adventure', 'Detective', 'Puzzle', 'Anime'", 'Free to Play'  'Indie'  'RPG' 'Adventure',0,499,Low Popularity,Many Reviews
Creepy Tale 3: Ingrid Penance,2023-03-09,RM44.96,"'Hand-drawn', 'Story Rich', 'D 2', 'Side Scroller', 'Puzzle', 'Supernatural', 'Atmospheric', 'Mystery', 'Point & Click', 'Dark', 'Singleplayer', 'Horror', 'Narration', 'Escape Room', 'Drama', 'Psychedelic', 'Dark Fantasy', 'Psychological Horror', 'Adventure', 'Indie'", 'Indie' 'Adventure',9,499,Highly Popular,Many Reviews
Voxel Turf,2017-09-13,RM35.96,"'Action', 'Simulation', 'Sandbox', 'Strategy', 'Indie', 'Voxel', 'Open World', 'Multiplayer', 'City Builder', 'Building'", 'Indie'  'Simulation'  'Strategy' 'Action',2,499,Highly Popular,Many Reviews
macdows 95,2019-09-05,RM22.46,"'Indie', 'Casual', 'Puzzle', 'D 2', 'Singleplayer', 'Difficult', 'Mystery', 'Short', 'Adventure', 'Retro', 'Atmospheric', 'Physics', 'Simulation', 'Logic', 'Dark', 'Alternate History', 's"": 11,'", 'Indie' 'Casual',1,499,Highly Popular,Many Reviews
Warbanners,2017-10-18,RM89.96,"'Turn-Based Tactics', 'Turn-Based Combat', 'Tactical RPG', 'Turn-Based', 'Turn-Based Strategy', 'D 2', 'Strategy', 'Strategy RPG', 'Tactical', 'Fantasy', 'RPG', 'Singleplayer', 'Replay Value', 'Difficult', 'Atmospheric', 'Medieval', 'Indie', 'Dark Fantasy', 'Story Rich', 'Adventure'", 'RPG'  'Strategy' 'Indie',5,499,Highly Popular,Many Reviews
The Golf Club VR,2017-02-24,RM44.96,"'Sports', 'Simulation', 'Indie', 'VR', 'Golf'", 'Simulation'  'Sports' 'Indie',2,499,Highly Popular,Many Reviews
Chair F*cking Simulator,2020-07-07,RM8.96,"'Dating Sim', 'Psychological Horror', 'Creature Collector', 'LGBTQ+', 'Horror', 'Clicker', 'Romance', 'Memes', 'Comic Book', 'Third Person', 'Funny', 'Surreal', 'Dark Humor', 'Dark Comedy', 'Post-apocalyptic', 'Simulation', 'Singleplayer', 'Story Rich', 'Rhythm', 'Parody'", 'Indie'  'Simulation' 'Casual',2,499,Highly Popular,Many Reviews
Iron Danger,2020-03-25,RM89.96,"'Puzzle', 'Turn-Based Tactics', 'Turn-Based Strategy', 'Tactical RPG', 'Action-Adventure', 'Female Protagonist', 'Strategy', 'D 3', 'Top-Down', 'Steampunk', 'Bullet Time', 'Story Rich', 'Time Manipulation', 'Turn-Based Combat', 'Isometric', 'RPG', 'Action', 'Dark Fantasy', 'Fantasy', 'Magic'", 'Adventure'  'Indie'  'Strategy' 'Action',5,499,Highly Popular,Many Reviews
Shattered - Tale of the Forgotten King,2021-02-17,RM134.95,"'Action', 'Adventure', 'Indie', 'RPG', 'Dark Fantasy', 'Third Person', 'Exploration', 'Difficult', 'Dark', 'Atmospheric', 'Action RPG', 'Story Rich', 'Singleplayer', 'Lore-Rich', 'Replay Value', 'Early Access', 'Open World', 'D Platformer 3'", 'Adventure'  'Indie'  'RPG' 'Action',1,499,Highly Popular,Many Reviews
Superfly,2022-06-17,RM67.46,"'Action', 'VR', 'Open World', 'Combat', 'Physics', 'Simulation', 'Indie', 'Sandbox', 'Procedural Generation', 'Flight', 'D 3', 'Superhero', 'Singleplayer', 'Stylized', 'Early Access'", 'Indie'  'Simulation' 'Action',2,498,Highly Popular,Many Reviews
Hasbro's BATTLESHIP,2018-08-14,RM56.20,"'Board Game', 'Family Friendly', 'Multiplayer', 'Tabletop', 'Strategy', 'Naval Combat', 'Casual', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Singleplayer', 'Puzzle', 'Wargame', 'Logic', 'Naval', 'Adventure', 'Action', 'D 2', 'D 3', 'Colorful', 'Destruction'", 'Strategy' 'Casual',18,498,Highly Popular,Many Reviews
Face It - A game to fight inner demons,2017-06-09,RM17.96,"'Indie', 'Adventure', 'Action', 'Puzzle', 'D Platformer 3', 'Puzzle-Platformer', 'Early Access', 'Horror'", 'Adventure'  'Indie' 'Action',0,498,Low Popularity,Many Reviews
"Just, Bearly",2018-05-31,Free,"'Indie', 'Casual', 'Story Rich', 'Comedy', 'Design & Illustration', 'Gaming', 'Dark Humor', 'Intentionally Awkward Controls', 'Dark Comedy', 'Free to Play'", 'Indie' 'Casual',1,498,Highly Popular,Many Reviews
FAST BEAT LOOP RACER GT | 環狀賽車GT,2018-05-17,RM44.96,"'Racing', 'Arcade', 'Driving', 'Automobile Sim', 'Multiplayer', 'Anime'",'Racing',0,498,Low Popularity,Many Reviews
World of Speed,2017-08-22,Free,"'Racing', 'Massively Multiplayer', 'Simulation', 'Action', 'Driving', 'Arcade', 'Early Access', 'Free to Play'", 'Massively Multiplayer'  'Racing'  'Simulation' 'Action',0,498,Low Popularity,Many Reviews
CAR TUNE: Project,2020-02-20,RM62.96,"'Early Access', 'Driving', 'Automobile Sim', 'Moddable', 'D 3', 'Realistic', 'Minimalist', 'Immersive Sim', 'Science', 'Sandbox', 'Racing', 'Base-Building', 'Physics', 'Dark Humor', 'Controller', 'Nonlinear', 'Simulation', 'Open World', 'Logic', 'Destruction'", 'Early Access'  'Racing'  'Simulation' 'Indie',8,498,Highly Popular,Many Reviews
